candidate_id,first_name,last_name,highest_education,years_experience,current_city,current_country,notice_period_days,expected_ctc_lpa,phone,email
63411,Kiara,Patel,Masters,1.8,Indore,Other,0,40.5,9924958618,kiara.patel63411@example.com
63412,Oliver,Smith,Bachelors,9.4,Hyderabad,India,60,15.8,8066835113,oliver.smith63412@example.com
63413,Sofia,Jain,Masters,12.2,Kochi,Other,60,39.1,7582874866,sofia.jain63413@example.com
63414,Navya,Yadav,Masters,3.9,Kolkata,India,45,17.2,9342237298,navya.yadav63414@example.com
63415,Navya,Reddy,Bachelors,10.1,Pune,India,45,11.7,7112493573,navya.reddy63415@example.com
63416,Aadhya,Khan,Masters,3.4,Bengaluru,India,60,36.0,9934523489,aadhya.khan63416@example.com
63417,Meera,Sharma,Bachelors,9.3,Gurugram,India,90,65.1,6429472205,meera.sharma63417@example.com
63418,Kiara,Jain,Bachelors,5.5,Kolkata,India,90,44.8,7880450258,kiara.jain63418@example.com
63419,Noah,Garcia,Masters,6.2,Pune,India,0,20.3,8982397154,noah.garcia63419@example.com
63420,Aditya,Gupta,Bachelors,5.3,Bengaluru,India,90,8.0,9635313063,aditya.gupta63420@example.com
63421,Ananya,Kim,Bachelors,8.7,Gurugram,India,30,21.7,6594608343,ananya.kim63421@example.com
63422,Arjun,Smith,Bachelors,3.1,Kochi,India,90,7.8,7980346351,arjun.smith63422@example.com
63423,Elijah,Brown,Masters,5.2,Hyderabad,India,60,37.6,8587026518,elijah.brown63423@example.com
63424,Meera,Chatterjee,Bachelors,0.6,Pune,Other,30,31.5,9916987819,meera.chatterjee63424@example.com
63425,Arjun,Martin,PhD,3.2,Indore,India,60,53.6,9544459851,arjun.martin63425@example.com
63426,Sai,Chatterjee,Bachelors,1.2,Indore,India,30,20.8,8613014251,sai.chatterjee63426@example.com
63427,Saanvi,Kapoor,Masters,6.1,Indore,India,0,58.9,6926630353,saanvi.kapoor63427@example.com
63428,Ishaan,Martin,Bachelors,2.5,Mumbai,India,30,60.7,9390032084,ishaan.martin63428@example.com
63429,Meera,Das,Bachelors,4.2,Chennai,India,90,48.7,7894629887,meera.das63429@example.com
63430,Sai,Mehta,Bachelors,2.7,Chennai,India,90,51.0,7268816719,sai.mehta63430@example.com
63431,Sofia,Panda,Bachelors,2.0,Lucknow,India,15,67.4,6572168791,sofia.panda63431@example.com
63432,Arjun,Smith,Bachelors,0.9,Kochi,India,30,30.1,7759043320,arjun.smith63432@example.com
63433,Elijah,Mehta,Masters,3.8,Hyderabad,India,30,10.9,9780612827,elijah.mehta63433@example.com
63434,Mia,Martin,Masters,1.9,Bengaluru,India,45,33.6,7772126132,mia.martin63434@example.com
63435,Vihaan,Ghosh,Bachelors,3.9,Bengaluru,India,30,44.0,6992377680,vihaan.ghosh63435@example.com
63436,Aditya,Verma,Bachelors,6.3,Gurugram,India,60,57.1,7866064398,aditya.verma63436@example.com
63437,Anika,Reddy,Masters,0.1,Ahmedabad,India,90,51.3,6662584479,anika.reddy63437@example.com
63438,Vihaan,Patel,Diploma,5.7,Indore,Other,60,69.5,9463826475,vihaan.patel63438@example.com
63439,Ishaan,Reddy,Bachelors,8.1,Ahmedabad,India,45,47.3,9244927000,ishaan.reddy63439@example.com
63440,Sai,Verma,Masters,3.0,Kolkata,India,15,34.0,8167731198,sai.verma63440@example.com
63441,Navya,Iyer,Bachelors,2.7,Indore,India,15,18.8,8500737936,navya.iyer63441@example.com
63442,Ava,Patel,Bachelors,0.6,Gurugram,India,60,25.2,7041715809,ava.patel63442@example.com
63443,Arjun,Agarwal,Bachelors,3.6,Lucknow,India,60,56.3,9529184091,arjun.agarwal63443@example.com
63444,Sarah,Lee,Bachelors,2.6,Bengaluru,India,15,29.1,7991854273,sarah.lee63444@example.com
63445,Kiara,Reddy,Bachelors,2.4,Gurugram,India,30,22.2,8245385742,kiara.reddy63445@example.com
63446,Aarohi,Iyer,Bachelors,3.3,Pune,India,30,6.0,7726231415,aarohi.iyer63446@example.com
63447,Liam,Chen,Bachelors,1.2,Lucknow,India,60,27.6,7084144050,liam.chen63447@example.com
63448,Mia,Singh,Bachelors,4.6,Indore,India,60,20.9,8112521285,mia.singh63448@example.com
63449,Ananya,Brown,Bachelors,9.8,Mumbai,India,90,57.7,8108961944,ananya.brown63449@example.com
63450,Krishna,Kapoor,Bachelors,2.2,Jaipur,India,60,30.9,8194608471,krishna.kapoor63450@example.com
63451,Mia,Agarwal,Masters,2.3,Mumbai,India,60,56.3,6974652524,mia.agarwal63451@example.com
63452,Arjun,Mehta,Bachelors,2.9,Kochi,Other,60,30.9,6092337199,arjun.mehta63452@example.com
63453,Sarah,Yadav,Bachelors,1.7,Jaipur,India,30,54.8,7156438491,sarah.yadav63453@example.com
63454,Meera,Sharma,Masters,7.2,Lucknow,Other,30,60.7,7532936092,meera.sharma63454@example.com
63455,Diya,Johnson,Masters,2.5,Indore,India,45,28.8,7489705623,diya.johnson63455@example.com
63456,Meera,Garcia,Bachelors,4.7,Jaipur,India,60,10.3,7648706916,meera.garcia63456@example.com
63457,Navya,Lee,Bachelors,2.5,Lucknow,India,30,19.1,6360661782,navya.lee63457@example.com
63458,Meera,Williams,Bachelors,3.1,Hyderabad,India,90,22.5,7881180251,meera.williams63458@example.com
63459,Liam,Smith,Bachelors,5.9,Kochi,Other,90,52.7,6155485079,liam.smith63459@example.com
63460,Arjun,Singh,Bachelors,6.0,Kochi,Other,15,48.2,9938427303,arjun.singh63460@example.com
63461,Meera,Lee,Masters,7.2,Gurugram,India,30,9.7,6865696862,meera.lee63461@example.com
63462,Vivaan,Singh,Masters,2.4,Ahmedabad,India,15,42.1,9911100734,vivaan.singh63462@example.com
63463,Saanvi,Yadav,Masters,1.3,Mumbai,India,60,12.4,9813032001,saanvi.yadav63463@example.com
63464,Mia,Iyer,Masters,4.1,Hyderabad,Other,30,54.1,8653164422,mia.iyer63464@example.com
63465,Aarohi,Williams,Bachelors,4.3,Pune,India,0,67.1,6154424910,aarohi.williams63465@example.com
63466,Oliver,Gupta,Bachelors,9.3,Lucknow,India,0,14.7,6840441473,oliver.gupta63466@example.com
63467,Anika,Panda,Bachelors,4.8,Kolkata,India,45,27.1,6347854222,anika.panda63467@example.com
63468,Liam,Khan,Masters,1.8,Kochi,India,30,69.3,9746735052,liam.khan63468@example.com
63469,Diya,Panda,Bachelors,3.3,Kochi,India,90,56.3,7260233722,diya.panda63469@example.com
63470,Ishaan,Agarwal,Bachelors,7.6,Pune,Other,30,24.5,7609972679,ishaan.agarwal63470@example.com
63471,Ishaan,Agarwal,Masters,6.6,Bengaluru,India,60,46.5,7634776305,ishaan.agarwal63471@example.com
63472,Ananya,Garcia,Masters,1.8,Kochi,India,30,20.9,8056481805,ananya.garcia63472@example.com
63473,Arjun,Iyer,Bachelors,5.4,Kochi,India,30,33.0,9813644368,arjun.iyer63473@example.com
63474,Aarav,Johnson,Bachelors,5.4,Lucknow,India,60,18.8,7938395252,aarav.johnson63474@example.com
63475,Sofia,Das,Masters,5.4,Indore,India,60,26.1,8250289709,sofia.das63475@example.com
63476,Raghav,Mehta,Bachelors,4.1,Noida,India,30,12.6,8982945473,raghav.mehta63476@example.com
63477,Noah,Williams,Masters,1.6,Hyderabad,India,60,60.2,9924908812,noah.williams63477@example.com
63478,Elijah,Verma,Masters,0.9,Chennai,India,90,32.5,8562615292,elijah.verma63478@example.com
63479,Navya,Bose,Masters,6.1,Hyderabad,India,30,9.1,8562335252,navya.bose63479@example.com
63480,Sofia,Panda,Bachelors,4.5,Hyderabad,India,30,53.5,7680513618,sofia.panda63480@example.com
63481,Arjun,Iyer,Bachelors,0.7,Lucknow,India,30,13.3,8072707759,arjun.iyer63481@example.com
63482,Anika,Patel,Bachelors,7.4,Indore,India,60,39.5,8077454239,anika.patel63482@example.com
63483,Aarav,Garcia,Masters,6.5,Mumbai,India,90,35.0,6259254873,aarav.garcia63483@example.com
63484,Vihaan,Chatterjee,Masters,3.7,Mumbai,India,30,20.1,9035586594,vihaan.chatterjee63484@example.com
63485,Sofia,Verma,Masters,3.4,Lucknow,India,45,46.2,9913154011,sofia.verma63485@example.com
63486,Rohit,Verma,Bachelors,1.3,Jaipur,India,30,4.7,7796256724,rohit.verma63486@example.com
63487,Diya,Johnson,Bachelors,2.1,Chennai,India,30,42.0,8345500586,diya.johnson63487@example.com
63488,Sarah,Agarwal,Bachelors,5.3,Pune,India,30,11.5,6769164917,sarah.agarwal63488@example.com
63489,Aarohi,Martin,Masters,8.1,Jaipur,India,15,55.4,6623792303,aarohi.martin63489@example.com
63490,Vivaan,Lee,Bachelors,5.1,Mumbai,India,15,10.2,6580581763,vivaan.lee63490@example.com
63491,Aadhya,Bose,Bachelors,3.8,Mumbai,India,60,65.2,8677848735,aadhya.bose63491@example.com
63492,Navya,Patel,Bachelors,6.3,Kochi,India,15,52.1,8936314784,navya.patel63492@example.com
63493,Ishaan,Iyer,Masters,2.6,Kochi,India,45,6.1,6670261908,ishaan.iyer63493@example.com
63494,Diya,Johnson,Bachelors,2.3,Pune,India,0,68.0,9027855257,diya.johnson63494@example.com
63495,Diya,Agarwal,Bachelors,5.1,Chennai,Other,60,63.4,8142491404,diya.agarwal63495@example.com
63496,Rohit,Reddy,Bachelors,1.8,Kolkata,India,0,31.5,7371294006,rohit.reddy63496@example.com
63497,Sarah,Iyer,Bachelors,3.0,Chennai,India,0,63.2,7616606828,sarah.iyer63497@example.com
63498,Aditya,Kim,Bachelors,1.8,Lucknow,India,45,59.0,8431173742,aditya.kim63498@example.com
63499,Ananya,Patel,Diploma,7.9,Hyderabad,India,30,30.3,6325704020,ananya.patel63499@example.com
63500,Meera,Chen,Bachelors,4.0,Kochi,India,30,8.0,6839496962,meera.chen63500@example.com
63501,Mia,Roy,Masters,6.1,Kolkata,India,60,10.2,9421544281,mia.roy63501@example.com
63502,Arjun,Das,Masters,2.8,Kochi,India,15,64.2,8691049417,arjun.das63502@example.com
63503,Vihaan,Gupta,Bachelors,1.8,Gurugram,India,15,12.1,7458478068,vihaan.gupta63503@example.com
63504,Aadhya,Patel,Bachelors,2.0,Mumbai,India,15,61.2,6211665614,aadhya.patel63504@example.com
63505,Sarah,Panda,Masters,4.7,Hyderabad,Other,30,43.2,7966228068,sarah.panda63505@example.com
63506,Navya,Smith,Masters,6.1,Kochi,India,60,41.4,7466888121,navya.smith63506@example.com
63507,Ava,Mehta,Bachelors,1.8,Ahmedabad,India,60,9.5,8513914783,ava.mehta63507@example.com
63508,Sarah,Kim,Bachelors,7.7,Kolkata,India,30,13.1,9063837593,sarah.kim63508@example.com
63509,Emily,Smith,PhD,4.1,Noida,India,30,41.0,6118082608,emily.smith63509@example.com
63510,Rohit,Roy,Bachelors,3.3,Hyderabad,India,60,37.1,6763013131,rohit.roy63510@example.com
63511,Sarah,Khan,Bachelors,7.7,Pune,India,0,41.4,8129656169,sarah.khan63511@example.com
63512,Liam,Williams,Bachelors,7.1,Indore,India,0,32.8,9822139744,liam.williams63512@example.com
63513,Sai,Panda,Bachelors,5.7,Bengaluru,India,90,16.7,6599845084,sai.panda63513@example.com
63514,Meera,Martin,Diploma,1.9,Bengaluru,India,30,35.8,9715203990,meera.martin63514@example.com
63515,Aarohi,Reddy,Bachelors,6.4,Ahmedabad,India,90,48.0,7150610107,aarohi.reddy63515@example.com
63516,Kiara,Martin,Masters,7.0,Jaipur,India,90,57.7,6518219454,kiara.martin63516@example.com
63517,Elijah,Reddy,Bachelors,9.1,Kolkata,India,60,39.4,7018186088,elijah.reddy63517@example.com
63518,Liam,Nair,Bachelors,2.7,Noida,India,45,64.0,7250835594,liam.nair63518@example.com
63519,Mia,Kapoor,PhD,7.7,Pune,India,30,4.2,7196929909,mia.kapoor63519@example.com
63520,Sarah,Williams,Bachelors,0.8,Kochi,India,60,64.1,9860186562,sarah.williams63520@example.com
63521,Arjun,Singh,Bachelors,8.9,Kolkata,India,15,24.3,8597418668,arjun.singh63521@example.com
63522,Arjun,Reddy,Masters,1.3,Lucknow,India,30,9.2,8505708151,arjun.reddy63522@example.com
63523,Ananya,Kim,Bachelors,1.9,Ahmedabad,India,30,15.7,8778682505,ananya.kim63523@example.com
63524,Ava,Ghosh,Bachelors,7.5,Pune,India,15,27.8,6173107072,ava.ghosh63524@example.com
63525,Navya,Khan,Masters,1.6,Mumbai,India,30,11.2,8352191878,navya.khan63525@example.com
63526,Vivaan,Sharma,Bachelors,1.9,Indore,India,60,19.7,6721456898,vivaan.sharma63526@example.com
63527,Ananya,Lee,Bachelors,4.6,Noida,India,30,21.1,6269315652,ananya.lee63527@example.com
63528,Krishna,Sharma,Masters,4.9,Bengaluru,India,30,23.4,6171229943,krishna.sharma63528@example.com
63529,Ishaan,Verma,Bachelors,3.3,Kochi,India,60,60.3,8042150250,ishaan.verma63529@example.com
63530,Liam,Khan,Bachelors,1.1,Mumbai,India,30,13.4,8318843406,liam.khan63530@example.com
63531,Mia,Das,Bachelors,3.7,Noida,India,30,23.5,8253172105,mia.das63531@example.com
63532,Krishna,Yadav,Masters,3.2,Mumbai,India,0,69.6,8392195848,krishna.yadav63532@example.com
63533,Anika,Garcia,Bachelors,2.6,Ahmedabad,Other,0,39.1,9983943007,anika.garcia63533@example.com
63534,Ishaan,Smith,Masters,9.4,Jaipur,Other,45,59.3,6455911786,ishaan.smith63534@example.com
63535,Vihaan,Johnson,Masters,2.1,Mumbai,India,30,60.2,8109758920,vihaan.johnson63535@example.com
63536,Noah,Reddy,PhD,5.9,Pune,India,0,59.1,7828329138,noah.reddy63536@example.com
63537,Aarohi,Garcia,Masters,0.9,Jaipur,India,15,30.2,6945049708,aarohi.garcia63537@example.com
63538,Sofia,Verma,Masters,2.8,Gurugram,India,30,45.9,9634605000,sofia.verma63538@example.com
63539,Aarav,Jain,Bachelors,3.0,Mumbai,India,60,15.8,6179607997,aarav.jain63539@example.com
63540,Isha,Roy,Diploma,2.8,Noida,India,60,6.6,6396660115,isha.roy63540@example.com
63541,Vihaan,Yadav,Bachelors,0.6,Ahmedabad,India,0,57.1,8269858938,vihaan.yadav63541@example.com
63542,Elijah,Verma,Bachelors,3.4,Kochi,India,90,4.2,8435002912,elijah.verma63542@example.com
63543,Aadhya,Ghosh,Masters,4.5,Ahmedabad,India,30,19.5,8994180499,aadhya.ghosh63543@example.com
63544,Meera,Chatterjee,Bachelors,13.9,Ahmedabad,India,30,59.1,9549937963,meera.chatterjee63544@example.com
63545,Ava,Garcia,Bachelors,0.9,Jaipur,India,30,59.7,8678441650,ava.garcia63545@example.com
63546,Anika,Nair,Bachelors,1.3,Chennai,India,60,50.8,9732155280,anika.nair63546@example.com
63547,Sofia,Chen,Bachelors,7.3,Gurugram,India,15,43.3,8393883648,sofia.chen63547@example.com
63548,Ishaan,Das,Bachelors,3.8,Lucknow,India,90,43.8,9563102075,ishaan.das63548@example.com
63549,Aadhya,Agarwal,Masters,2.8,Chennai,India,0,43.8,8547124007,aadhya.agarwal63549@example.com
63550,Kiara,Panda,Masters,8.4,Ahmedabad,India,30,42.5,8189600882,kiara.panda63550@example.com
63551,Isha,Patel,Bachelors,4.5,Lucknow,India,30,53.6,6956809139,isha.patel63551@example.com
63552,Kiara,Panda,Diploma,4.4,Jaipur,India,30,58.0,9906438998,kiara.panda63552@example.com
63553,Oliver,Singh,Bachelors,1.4,Ahmedabad,India,15,66.8,7428176522,oliver.singh63553@example.com
63554,Noah,Agarwal,Bachelors,2.9,Lucknow,India,15,25.1,9209682701,noah.agarwal63554@example.com
63555,Sofia,Das,Masters,6.4,Ahmedabad,India,60,7.7,6079793684,sofia.das63555@example.com
63556,Diya,Reddy,Bachelors,6.7,Bengaluru,India,30,69.9,7339309342,diya.reddy63556@example.com
63557,Saanvi,Ghosh,Bachelors,5.2,Gurugram,Other,30,54.0,9775750110,saanvi.ghosh63557@example.com
63558,Krishna,Lee,Masters,3.6,Pune,India,60,5.1,6986134899,krishna.lee63558@example.com
63559,Arjun,Yadav,Masters,1.2,Chennai,India,45,32.1,8824267304,arjun.yadav63559@example.com
63560,Ishaan,Kapoor,Bachelors,4.2,Chennai,India,60,11.0,6934955845,ishaan.kapoor63560@example.com
63561,Sofia,Agarwal,Diploma,5.2,Hyderabad,India,60,26.9,8214933587,sofia.agarwal63561@example.com
63562,Emily,Roy,Bachelors,8.1,Mumbai,India,30,10.2,8488102165,emily.roy63562@example.com
63563,Saanvi,Johnson,Masters,2.9,Kolkata,India,30,5.3,7929616511,saanvi.johnson63563@example.com
63564,Aadhya,Smith,Bachelors,5.0,Kolkata,India,60,45.0,7447648559,aadhya.smith63564@example.com
63565,Isha,Garcia,Masters,2.3,Bengaluru,India,45,24.5,6700396324,isha.garcia63565@example.com
63566,Aarohi,Nair,Bachelors,0.4,Hyderabad,India,30,59.3,8109512667,aarohi.nair63566@example.com
63567,Sarah,Chen,Masters,2.2,Pune,Other,45,49.9,8338670147,sarah.chen63567@example.com
63568,Ishaan,Khan,Bachelors,3.8,Bengaluru,India,90,33.3,9293328396,ishaan.khan63568@example.com
63569,Aarav,Verma,Bachelors,3.0,Kochi,Other,60,37.7,8406008100,aarav.verma63569@example.com
63570,Ava,Ghosh,Bachelors,7.8,Bengaluru,India,0,62.7,6420788716,ava.ghosh63570@example.com
63571,Sai,Agarwal,PhD,3.8,Pune,Other,60,34.5,7028140117,sai.agarwal63571@example.com
63572,Vivaan,Lee,Diploma,3.0,Lucknow,Other,0,66.6,9733152872,vivaan.lee63572@example.com
63573,Noah,Johnson,Bachelors,0.3,Kolkata,India,30,4.3,8414914729,noah.johnson63573@example.com
63574,Noah,Das,Masters,2.9,Jaipur,India,0,9.1,7821635165,noah.das63574@example.com
63575,Rohit,Williams,Masters,12.6,Mumbai,Other,30,47.5,9803705510,rohit.williams63575@example.com
63576,Sarah,Brown,Bachelors,8.1,Hyderabad,India,90,19.9,9563395544,sarah.brown63576@example.com
63577,Isha,Yadav,Bachelors,13.5,Chennai,India,90,6.7,6515867096,isha.yadav63577@example.com
63578,Arjun,Roy,Bachelors,4.8,Kochi,India,60,40.5,8186026578,arjun.roy63578@example.com
63579,Navya,Singh,Bachelors,3.8,Lucknow,India,60,61.3,6854851254,navya.singh63579@example.com
63580,Saanvi,Mehta,Masters,7.5,Bengaluru,India,60,29.9,9055868774,saanvi.mehta63580@example.com
63581,Vivaan,Williams,Masters,2.5,Mumbai,India,30,41.3,9195524603,vivaan.williams63581@example.com
63582,Sofia,Das,PhD,0.8,Noida,India,15,7.5,7402497260,sofia.das63582@example.com
63583,Raghav,Verma,Masters,0.5,Ahmedabad,India,30,36.8,7795112161,raghav.verma63583@example.com
63584,Meera,Das,Bachelors,5.8,Gurugram,India,60,34.3,9267908285,meera.das63584@example.com
63585,Vihaan,Roy,Bachelors,9.8,Pune,India,60,41.1,8310389893,vihaan.roy63585@example.com
63586,Liam,Kapoor,Masters,2.0,Lucknow,India,45,48.4,7233271861,liam.kapoor63586@example.com
63587,Aditya,Gupta,Masters,2.8,Mumbai,India,90,31.4,6311526248,aditya.gupta63587@example.com
63588,Diya,Garcia,Bachelors,2.6,Noida,India,15,66.2,8070315019,diya.garcia63588@example.com
63589,Sarah,Nair,Bachelors,2.1,Lucknow,India,15,22.2,8381578654,sarah.nair63589@example.com
63590,Meera,Lee,Masters,2.7,Kochi,India,60,41.7,8660118663,meera.lee63590@example.com
63591,Emily,Johnson,Masters,10.1,Gurugram,India,90,3.8,6488688044,emily.johnson63591@example.com
63592,Arjun,Agarwal,Masters,7.6,Mumbai,India,30,40.5,9889076017,arjun.agarwal63592@example.com
63593,Diya,Mehta,Bachelors,6.3,Indore,India,60,37.0,9331154455,diya.mehta63593@example.com
63594,Meera,Iyer,Bachelors,1.3,Hyderabad,India,0,13.0,8953696439,meera.iyer63594@example.com
63595,Saanvi,Jain,Bachelors,8.2,Noida,India,0,7.0,7013937532,saanvi.jain63595@example.com
63596,Anika,Sharma,Bachelors,0.9,Gurugram,India,30,45.4,9341072802,anika.sharma63596@example.com
63597,Krishna,Singh,Bachelors,0.8,Ahmedabad,India,90,29.1,9873416544,krishna.singh63597@example.com
63598,Liam,Singh,Bachelors,4.3,Ahmedabad,India,90,56.6,6335474728,liam.singh63598@example.com
63599,Sai,Patel,Masters,4.2,Hyderabad,India,30,13.3,7291174002,sai.patel63599@example.com
63600,Sarah,Garcia,Bachelors,8.9,Hyderabad,India,45,3.2,6400436476,sarah.garcia63600@example.com
63601,Ananya,Das,Bachelors,2.3,Hyderabad,India,60,48.6,8453201588,ananya.das63601@example.com
63602,Rohit,Jain,Bachelors,5.1,Chennai,India,60,48.4,6293003942,rohit.jain63602@example.com
63603,Emily,Williams,Bachelors,6.8,Ahmedabad,India,30,23.5,7862886759,emily.williams63603@example.com
63604,Saanvi,Bose,Bachelors,0.7,Ahmedabad,India,30,51.0,8730910191,saanvi.bose63604@example.com
63605,Liam,Brown,Diploma,2.2,Lucknow,India,30,53.6,8487246582,liam.brown63605@example.com
63606,Emily,Chatterjee,Bachelors,6.8,Gurugram,India,15,60.5,9400049743,emily.chatterjee63606@example.com
63607,Sarah,Iyer,Masters,7.7,Indore,India,0,29.2,6732003753,sarah.iyer63607@example.com
63608,Raghav,Singh,Bachelors,2.4,Lucknow,India,30,27.6,8857562260,raghav.singh63608@example.com
63609,Isha,Verma,Masters,2.2,Chennai,India,30,32.8,7131405357,isha.verma63609@example.com
63610,Elijah,Smith,Bachelors,1.6,Bengaluru,Other,60,52.3,8259552768,elijah.smith63610@example.com
63611,Rohit,Chatterjee,Bachelors,4.5,Gurugram,India,30,52.5,8961222969,rohit.chatterjee63611@example.com
63612,Raghav,Jain,Bachelors,5.5,Jaipur,India,60,62.5,6385558541,raghav.jain63612@example.com
63613,Arjun,Agarwal,Bachelors,2.4,Bengaluru,India,30,17.5,7870876684,arjun.agarwal63613@example.com
63614,Saanvi,Kim,Masters,4.2,Lucknow,India,45,30.8,7558305546,saanvi.kim63614@example.com
63615,Liam,Kapoor,Bachelors,9.3,Ahmedabad,India,60,50.2,7494117284,liam.kapoor63615@example.com
63616,Mia,Mehta,Masters,1.9,Pune,India,30,57.4,8826882454,mia.mehta63616@example.com
63617,Raghav,Johnson,Masters,3.0,Chennai,India,0,45.7,9048265902,raghav.johnson63617@example.com
63618,Ava,Verma,Masters,1.7,Lucknow,India,90,49.2,9444339979,ava.verma63618@example.com
63619,Aditya,Khan,Bachelors,2.0,Indore,India,30,56.4,8525089216,aditya.khan63619@example.com
63620,Aditya,Iyer,Masters,11.4,Mumbai,India,30,64.3,8763002117,aditya.iyer63620@example.com
63621,Vivaan,Panda,Bachelors,6.6,Kolkata,India,0,6.2,6336068262,vivaan.panda63621@example.com
63622,Liam,Iyer,Masters,5.7,Mumbai,India,0,61.9,6290236403,liam.iyer63622@example.com
63623,Oliver,Lee,Bachelors,6.8,Kolkata,India,90,42.2,9791296629,oliver.lee63623@example.com
63624,Sarah,Yadav,Masters,3.6,Lucknow,India,0,29.4,6447893313,sarah.yadav63624@example.com
63625,Sai,Ghosh,Bachelors,3.7,Kolkata,India,30,55.4,8216878440,sai.ghosh63625@example.com
63626,Aditya,Mehta,Bachelors,3.3,Chennai,India,15,28.5,9423466718,aditya.mehta63626@example.com
63627,Isha,Kapoor,Bachelors,1.1,Noida,India,30,34.0,7301979414,isha.kapoor63627@example.com
63628,Isha,Iyer,Bachelors,3.4,Noida,India,90,46.7,7149787643,isha.iyer63628@example.com
63629,Ishaan,Smith,Bachelors,2.0,Mumbai,India,45,18.3,7338405964,ishaan.smith63629@example.com
63630,Aarohi,Johnson,Bachelors,5.2,Kochi,India,15,41.3,7646315450,aarohi.johnson63630@example.com
63631,Sai,Das,Bachelors,2.5,Gurugram,India,0,29.6,7051818368,sai.das63631@example.com
63632,Meera,Garcia,Bachelors,7.8,Noida,India,30,40.5,9860130796,meera.garcia63632@example.com
63633,Rohit,Garcia,Masters,1.5,Bengaluru,India,0,10.2,8784498568,rohit.garcia63633@example.com
63634,Meera,Mehta,Masters,3.9,Hyderabad,India,30,19.3,6898557516,meera.mehta63634@example.com
63635,Raghav,Panda,Diploma,2.5,Mumbai,India,30,39.4,8962451461,raghav.panda63635@example.com
63636,Aadhya,Panda,Masters,4.3,Hyderabad,Other,90,49.2,9869562571,aadhya.panda63636@example.com
63637,Arjun,Williams,Bachelors,3.9,Kochi,India,30,26.6,8305484969,arjun.williams63637@example.com
63638,Navya,Yadav,PhD,7.2,Mumbai,India,30,58.2,7942497176,navya.yadav63638@example.com
63639,Kiara,Reddy,Diploma,3.6,Hyderabad,India,60,32.9,8921199577,kiara.reddy63639@example.com
63640,Isha,Lee,Bachelors,4.0,Mumbai,India,15,23.0,8683208607,isha.lee63640@example.com
63641,Vihaan,Ghosh,Bachelors,2.4,Noida,India,30,35.1,7614788575,vihaan.ghosh63641@example.com
63642,Ananya,Jain,Masters,4.1,Noida,India,30,31.6,7904130386,ananya.jain63642@example.com
63643,Elijah,Martin,Bachelors,4.3,Gurugram,India,60,20.8,6621311258,elijah.martin63643@example.com
63644,Krishna,Martin,Bachelors,4.8,Kochi,India,90,9.6,7208985260,krishna.martin63644@example.com
63645,Ava,Martin,Bachelors,5.6,Kolkata,India,60,51.0,8746332808,ava.martin63645@example.com
63646,Arjun,Lee,Masters,2.4,Lucknow,India,45,20.9,8939591426,arjun.lee63646@example.com
63647,Liam,Ghosh,Masters,2.3,Lucknow,India,30,29.9,9241691195,liam.ghosh63647@example.com
63648,Vihaan,Kapoor,Bachelors,4.1,Noida,India,30,65.0,6190925160,vihaan.kapoor63648@example.com
63649,Diya,Williams,Bachelors,0.7,Noida,India,30,60.1,9162503071,diya.williams63649@example.com
63650,Kiara,Chatterjee,Diploma,2.0,Kolkata,India,30,47.0,9681816549,kiara.chatterjee63650@example.com
63651,Saanvi,Khan,Masters,9.2,Ahmedabad,India,0,5.0,8279091054,saanvi.khan63651@example.com
63652,Aarohi,Das,Bachelors,5.1,Lucknow,Other,90,7.9,7054774619,aarohi.das63652@example.com
63653,Mia,Roy,Masters,1.6,Noida,India,30,44.6,6502357578,mia.roy63653@example.com
63654,Sarah,Singh,Bachelors,3.2,Gurugram,India,60,7.8,6602796210,sarah.singh63654@example.com
63655,Elijah,Gupta,Masters,7.9,Noida,India,45,46.8,7862548833,elijah.gupta63655@example.com
63656,Isha,Roy,Diploma,5.0,Mumbai,India,30,60.9,7851599677,isha.roy63656@example.com
63657,Aadhya,Williams,Bachelors,8.3,Lucknow,India,90,34.6,6638016779,aadhya.williams63657@example.com
63658,Emily,Reddy,Bachelors,1.9,Lucknow,India,60,57.8,7241154760,emily.reddy63658@example.com
63659,Mia,Nair,Masters,0.6,Jaipur,India,30,11.8,6599479283,mia.nair63659@example.com
63660,Rohit,Ghosh,Bachelors,6.0,Kolkata,India,90,4.4,8824817528,rohit.ghosh63660@example.com
63661,Ishaan,Verma,Masters,6.2,Indore,India,90,44.0,6820044935,ishaan.verma63661@example.com
63662,Anika,Ghosh,Masters,1.7,Gurugram,India,30,53.4,9288815844,anika.ghosh63662@example.com
63663,Sofia,Garcia,Bachelors,12.4,Mumbai,Other,45,42.8,9285098911,sofia.garcia63663@example.com
63664,Elijah,Gupta,Bachelors,7.4,Kolkata,India,60,64.9,7806659188,elijah.gupta63664@example.com
63665,Ananya,Ghosh,Masters,1.7,Chennai,India,0,7.4,9126063039,ananya.ghosh63665@example.com
63666,Elijah,Garcia,Masters,5.2,Gurugram,India,30,31.3,6421625477,elijah.garcia63666@example.com
63667,Aarohi,Williams,Bachelors,1.5,Pune,India,90,37.7,7293125088,aarohi.williams63667@example.com
63668,Saanvi,Ghosh,Masters,3.6,Bengaluru,India,45,29.7,7009582196,saanvi.ghosh63668@example.com
